Age,Gender,Education Level,Job Title,Years of Experience,Salary
0.34375,1.0,0.0,0.9210526315789473,0.2,0.28888888888888886
0.21875,0.0,0.6666666666666666,0.09473684210526316,0.12,0.17777777777777776
0.75,1.0,1.0,0.7578947368421053,0.6,0.5555555555555556
0.46875,0.0,0.0,0.6052631578947368,0.28,0.15555555555555556
0.96875,1.0,0.6666666666666666,0.13157894736842105,0.8,0.7777777777777777
0.25,1.0,0.0,0.4894736842105263,0.08,0.13333333333333333
0.65625,0.0,0.6666666666666666,0.5578947368421052,0.48,0.4222222222222222
0.3125,1.0,0.0,0.6210526315789473,0.16,0.2444444444444444
0.15625,0.0,0.0,0.49473684210526314,0.04,0.08888888888888888
0.53125,1.0,1.0,0.868421052631579,0.4,0.37777777777777777
0.25,1.0,0.6666666666666666,0.9157894736842105,0.12,0.2222222222222222
0.84375,0.0,0.0,0.24736842105263157,0.72,0.5111111111111111
0.4375,1.0,0.0,0.21052631578947367,0.24,0.17777777777777776
0.59375,0.0,0.6666666666666666,0.5736842105263158,0.56,0.4666666666666666
0.1875,1.0,0.0,0.07368421052631578,0.08,0.06666666666666665
0.71875,1.0,0.0,0.5368421052631579,0.64,0.44444444444444436
0.375,0.0,0.6666666666666666,0.5052631578947369,0.28,0.28888888888888886
0.5625,1.0,1.0,0.6842105263157895,0.48,0.39999999999999997
0.125,0.0,0.0,0.09999999999999999,0.0,0.04444444444444445
0.9375,1.0,0.0,0.6105263157894737,0.88,0.6888888888888889
0.40625,0.0,0.6666666666666666,0.021052631578947368,0.2,0.2444444444444444
0.8125,1.0,0.6666666666666666,0.9947368421052631,0.76,0.7333333333333334
0.28125,1.0,0.0,0.2789473684210526,0.08,0.1111111111111111
0.46875,0.0,0.0,0.5894736842105263,0.36,0.15555555555555556
0.625,1.0,0.6666666666666666,0.21578947368421053,0.52,0.5111111111111111
0.21875,0.0,0.0,0.9105263157894736,0.12,0.08888888888888888
0.5,0.0,0.6666666666666666,0.9315789473684211,0.44,0.37777777777777777
0.09375,1.0,0.0,0.34736842105263155,0.04,0.06666666666666665
0.6875,0.0,1.0,0.6631578947368421,0.6,0.5111111111111111
0.375,1.0,0.6666666666666666,0.5526315789473684,0.24,0.28888888888888886
0.90625,1.0,0.0,0.03684210526315789,1.0,0.9999999999999998
0.3125,0.0,0.0,0.005263157894736842,0.16,0.13333333333333333
0.25,1.0,0.6666666666666666,0.10526315789473684,0.12,0.2222222222222222
0.5625,0.0,0.0,0.5105263157894737,0.4,0.17777777777777776
0.78125,1.0,1.0,0.7578947368421053,0.8,0.6444444444444444
0.1875,1.0,0.0,0.968421052631579,0.08,0.08888888888888888
0.4375,0.0,0.0,0.24210526315789474,0.28,0.15555555555555556
0.65625,1.0,0.6666666666666666,0.5684210526315789,0.56,0.39999999999999997
0.15625,0.0,0.0,0.08947368421052632,0.04,0.06666666666666665
0.875,1.0,0.0,0.6157894736842106,0.84,0.5999999999999999
0.40625,0.0,0.6666666666666666,0.9789473684210526,0.2,0.2444444444444444
0.84375,1.0,0.6666666666666666,0.531578947368421,0.72,0.7333333333333334
0.28125,1.0,0.0,0.5157894736842105,0.12,0.15555555555555556
0.46875,0.0,0.0,0.010526315789473684,0.32,0.08888888888888888
0.625,1.0,0.6666666666666666,0.9421052631578947,0.52,0.4666666666666666
0.21875,0.0,0.0,0.05789473684210526,0.08,0.06666666666666665
0.34375,1.0,0.0,0.0,0.2,0.2222222222222222
0.75,0.0,0.6666666666666666,0.17368421052631577,0.64,0.6888888888888889
0.53125,1.0,1.0,0.868421052631579,0.44,0.4222222222222222
0.125,1.0,0.0,0.25263157894736843,0.0,0.04444444444444445
0.9375,0.0,0.0,0.06842105263157895,0.88,0.4666666666666666
0.375,1.0,0.6666666666666666,0.031578947368421054,0.28,0.26666666666666666
0.59375,0.0,0.0,0.19999999999999998,0.48,0.15555555555555556
0.8125,1.0,0.6666666666666666,0.9894736842105263,0.76,0.7777777777777777
0.25,0.0,0.0,0.23684210526315788,0.12,0.1111111111111111
0.46875,1.0,0.0,0.6210526315789473,0.36,0.3111111111111111
0.1875,0.0,0.6666666666666666,0.9842105263157894,0.08,0.17777777777777776
